name;phe;emoji
Caupí, común (carilla, crowder, sureño), semillas maduras, cocidas, hervidas, con sal;451;🌱
Frijoles jacinto, semillas maduras, cocidos, hervidos, con sal;41;🌱
Guisantes, partidos, semillas maduras, cocidos, hervidos, con sal;384;🌱
Frijoles mungo, semillas maduras, cocidos, hervidos, con sal;44;🍲
Frijoles mungo, semillas maduras, cocidos, hervidos, con sal;425;🍲
Caupí, catjang, semillas maduras, cocido, hervido, con sal;475;🍲
Lentejas, semillas maduras, cocidas, hervidas, con sal;445;🌱
Frijoles pintos, semillas maduras, enlatados, sólidos y líquidos, bajos en sodio;237;🌱
Garbanzos (garbanzos, bengala gram), semillas maduras, enlatados, sólidos y líquidos, bajos en sodio;265;🌱
Frijoles, amarillos, semillas maduras, cocidos, hervidos, con sal;496;🍯
Frijoles, semillas blancas pequeñas, maduras, cocidas, hervidas, con sal;485;🌱
Frijoles, riñón, rojos, semillas maduras, enlatados, sólidos y líquidos, bajos en sodio;317;🌱
Frijoles, blancos, semillas maduras, cocidos, hervidos, con sal;526;🍚
Frijoles, riñón, rojos, semillas maduras, enlatados, sólidos escurridos, enjuagados en agua del grifo;479;🌱
Frijoles, riñón, rojo, semillas maduras, cocidos, hervidos, con sal;469;🍲
Frijoles, tortuga negra, semillas maduras, cocidas, hervidas, con sal;442;🍲
Frijoles, arándano (romano), semillas maduras, cocidos, hervidos, con sal;505;🌱
Frijoles franceses, semillas maduras, cocidos, hervidos, con sal;381;🍲
Frijoles, riñón, rojo real, semillas maduras, cocidos, hervidos con sal;513;🍲
Frijoles, negros, semillas maduras, enlatados, bajos en sodio;356;🌱
Frijoles negros, semillas maduras, cocidos, hervidos, con sal;479;🍽
Frijoles jacinto, semillas maduras, cocidos, hervidos, sin sal;41;🌱
Caupí, catjang, semillas maduras, cocidas, hervidas, sin sal;475;🍲
Frijoles jacinto, semillas maduras, crudas;1204;🌱
Garbanzos (garbanzos, bengala gram), semillas maduras, enlatadas, sólidas y líquidas;265;🌱
Chile con frijoles, enlatado;292;🌶
Frijoles, blancos, semillas maduras, enlatados;392;🍚
Caupí, catjang, semillas maduras, crudas;1393;🍛
Frijoles, blancos, semillas maduras, cocidos, hervidos, sin sal;526;🍚
Habas (habas), semillas maduras, crudas;1103;🌱
Frijoles, blancos, semillas maduras, crudos;1263;🌱
Frijoles pintos, semillas maduras, cocidos, hervidos, sin sal;531;🍲
Frijoles pintos, semillas maduras, crudos (Incluye alimentos para el Programa de distribución de alimentos del USDA);1095;🌱
Frijoles, pintos, semillas maduras, enlatados, sólidos y líquidos;237;🍽
Frijoles, rosados, semillas maduras, cocidos, hervidos, sin sal;49;🌱
Frijoles, riñón, rojo real, semillas maduras, cocidos, hervidos, sin sal;513;🍲
Frijoles, grandes del norte, semillas maduras, cocidos, hervidos, sin sal;451;🍚
Frijoles, Great Northern, semillas maduras, enlatadas;435;🍽
Frijoles, riñón, rojo, semillas maduras, cocido, hervido, sin sal;469;🍲
Frijoles, riñón, rojo, semillas maduras, enlatados, sólidos y líquidos;317;🍲
Frijoles, riñón, rojo real, semillas maduras, crudo;137;🌱
Frijoles, riñón, todos los tipos, semillas maduras, crudo;1275;🌱
Frijoles, horneados, enlatados, con cerdo;285;🥓
Frijoles, tortuga negra, semillas maduras, crudas;1149;🌱
Frijoles, Great Northern, semillas maduras, crudos (Incluye alimentos para el Programa de Distribución de Alimentos del USDA);1182;🌱
Frijoles, tortuga negra, semillas maduras, enlatadas;356;🍽
Frijoles, tortuga negra, semillas maduras, cocidas, hervidas, sin sal;442;🌱
Frijoles, arándano (romano), semillas maduras, crudo;1245;🌱
Frijoles, horneados, enlatados, simples o vegetarianos;267;🍽
Frijoles, horneados, enlatados, con salchichas;349;🌭
Frijoles, horneados, enlatados, con carne de res;329;🍔
Pescado, tilapia, crudo;81;🐟
Pescado, salmón, rosado, enlatado, sólidos escurridos;951;🐟
Salmón rojo, enlatado, contenido total de la lata;877;🌱
Pescado, tilapia, cocido, calor seco;105;🐟
Moluscos, ostras, orientales, de piscifactoría, cocidas, calor seco;251;🌱
Moluscos, ostras, orientales, cultivadas, crudas;187;🍤
Crustáceos, cangrejos de río, especies mixtas, de piscifactoría, crudos;625;🦀
Moluscos, ostra, oriental, salvaje, cocido, calor seco;321;🌱
Crustáceos, cangrejos de río, especies mixtas, de piscifactoría, cocidos, calor húmedo;737;🦀
Pescado, salmón, atlántico, de piscifactoría, cocido, calor seco;863;🌱
Crustáceos, cangrejo, alaska king, crudo;773;🦀
Pescado, bagre, canal, de piscifactoría, cocinado, calor seco;735;🌱
Pescado, salmón, atlántico, de piscifactoría, crudo;845;🐟
Pescado, bagre, canal, de piscifactoría, crudo;607;🌱
Pescado, cola amarilla, especies mixtas, crudo;904;🐟
Pescado, atún, blanco, enlatado en agua, sólidos escurridos;922;🐟
Pescado, merlán, mezcla de especies, cocinado en seco;917;🐟
Pescado, ensalada de atún;626;🐟
Pescado, atún, blanco, enlatado en aceite, sólidos escurridos;1036;🐟
Pescado, pez lobo, atlántico, crudo;683;🐟
Pescado, atún, fresco, aleta amarilla, crudo;913;🐟
Pescado, lechón, blanco, crudo;654;🐟
Pescado, trucha, arcoiris, salvaje, crudo;799;🐟
Pescado, pez luna, semilla de calabaza, crudo;757;🐟
Pescado, atún, fresco, barrilete, crudo;859;🐟
Pescado, trucha, arcoiris, salvaje, cocido, calor seco;895;🐟
Pescado, blanquillo, cocinado en seco;956;🐟
Pescado, trucha, mezcla de especies, crudo;811;🐟
Pescado, eperlano, arcoíris, crudo;688;🐟
Pescado, esturión, mezcla de especies, ahumado;1218;🐟
Pescado, esturión, mezcla de especies, cocinado en seco;808;🌱
Pescado, cabeza de oveja, cocido, calor seco;1016;🐟
Pescado, eperlano, arcoiris, cocido, calor seco;882;🐟
Pescado, cabeza de oveja, crudo;789;🐟
Pescado, scup, crudo;737;🐟
Pescado, lubina, mezcla de especies, crudo;72;🐟
Pescado, tiburón, especies mixtas, cocido, rebozado y frito;75;🌱
Pescado, sardina, Atlántico, enlatado en aceite, sólidos escurridos con hueso;961;🌱
Pescado, sardina, Pacífico, enlatado en salsa de tomate, sólidos escurridos con hueso;793;🐟
Pescado, reloj, naranja, crudo;626;🐟
Pescado, salmón, rosado, crudo;845;🐟
Pescado, salmón, chum, enlatado, sólidos escurridos con hueso;837;🌱
Pescado, sablefish, crudo;524;🐟
Pescado, salmón, coho, salvaje, cocido, calor húmedo;1068;🌱
Pescado, salmón, coho, salvaje, crudo;844;🐟
Pescado, lucio, lucioperca, crudo;747;🐟
Pescado, abadejo, Alaska, crudo (puede contener aditivos para retener la humedad);471;🐟
Pescado, lucio, norteño, cocido, calor seco;964;🐟
Pescado, abadejo, atlántico, crudo;759;🐟
Pescado, pez roca, Pacífico, especies mixtas, cocido, calor seco;935;🐟
Pescado, huevas, mezcla de especies, crudo;1092;🐟
Pescado, salmonete, rayado, cocinado en seco;968;🌱
Pescado, perca oceánica, Atlántico, crudo;638;🐟
Pescado, caballa, rey, crudo;792;🐟
Pescado, perca marina, atlántico, cocido, calor seco;772;🐟
Pescado, salmonete, rayado, crudo;755;🐟
Pescado, arenque, atlántico, cocinado en seco;899;🌱
Pescado, caballa, atlántico, cocinado en seco;931;🐟
Pescado, caballa, jurel, enlatado, sólidos escurridos;905;🌱
Pescado, arenque, atlántico, en escabeche;554;🐟
Pescado, caballa, Atlántico, crudo;726;🐟
Pescado, arenque, atlántico, crudo;701;🐟
Bebidas, batidos, comida rápida, fresa.;162;🌱
Bebidas, Bebida de naranja, tipo desayuno, con jugo y pulpa, concentrado congelado;5;🍊
Bebida alcohólica, licor, café con crema, 34 grados;136;🍸
Carne de caza, caballo, cruda;879;🐴
Carne de caza, caballo, cocida, asada;1157;🍖
Carne de caza, ciervo, cocida, asada;1233;🦌
Tacos, al horno, sin sal añadida;354;🌮
Galletas, galletas saladas, sin grasa, bajas en sodio;514;🍞
Panecillos ingleses, simples, enriquecidos, sin propionato de calcio (incluye masa madre);379;🍞
Pastel, pasteles fritos, limón;138;🍋
Popovers, mezcla seca, sin enriquecer;517;🍞
Galletas, queso, bajo en sodio;49;🧀
Masa para pastel, tipo estándar, congelada, lista para hornear, sin enriquecer;182;🥧
Rosquillas, con levadura, glaseadas, no enriquecidas (incluye bollos de miel);31;🍩
Pastel danés, frambuesa, sin enriquecer;267;🌱
Galletas saladas de trigo bajas en sal;412;🍞
Galletas, galletas saladas, bajas en sal (incluye ostra, soda, sopa);493;🍞
Pastel, tipo pudín, blanco, no enriquecido, mezcla seca;183;🌱
Galletas saladas, tipo botana estándar, regulares, bajas en sal;371;🍞
Pastel, amarillo, no enriquecido, mezcla seca;204;🍰
Pastel, libra, preparado comercialmente, que no sea toda la mantequilla, sin enriquecer;259;🌱
Galletas saladas, galletas saladas, tapas sin sal (incluye ostra, soda, sopa);452;🍞
Bagels, simples, enriquecidos, sin propionato de calcio (incluye cebolla, amapola, sésamo);519;🍞
Panqueques, suero de leche, preparados a partir de la receta;339;🌱
Bagels, sencillos, sin enriquecer, sin propionato de calcio (incluye cebolla, amapola, sésamo);519;🍞
Pastel, pastel de café, canela con cobertura de migas, preparado comercialmente, sin enriquecer;324;🌱
Waffles, simples, congelados, listos para calentar, tostados;31;🌱
Bagels, sencillos, sin enriquecer, con propionato de calcio (incluye cebolla, amapola, sésamo);519;🍞
Agentes leudantes, levadura, panadero, activo seco;175;🍞
Muffins, arándanos, tipo tostadora, tostados;242;🌱
Muffins, salvado de trigo, tipo tostadora con pasas, tostado;263;:bread:
Agentes leudantes, levadura, de panadería, comprimidos;407;🍞
Pan, salvado de arroz, tostado;478;🍞
Tortillas, listas para hornear o freír, de harina, refrigeradas;265;🌮
Waffles, sencillos, preparados según la receta;395;🍳
Tortillas, listas para hornear o freír, de maíz;285;🌮
Waffles, simples, congelados, listos para calentar;279;🍳
Panecillos dulces, canela, preparados comercialmente con pasas;3;🍞
strudel, manzana;151;🌱
Panecillos, duros (incluye kaiser);489;🍞
Panecillos dulces, queso;343;🍞
Panecillos, cena, salvado de avena;475;🍞
Masa para pastel, tipo estándar, congelada, lista para hornear, enriquecida, horneada;294;🥧
Rollos, cena, huevo;467;🍞
Rollos, cena, centeno;51;🍞
Masa para tarta, tipo estándar, preparada según receta, horneada;324;🥧
Panecillos, cena, trigo.;419;🍞
Masa para pastel, tipo estándar, mezcla seca, preparada, horneada;328;🥧
Pie, nuez, preparado comercialmente;205;🥧
Masa para pastel, tipo estándar, mezcla seca;339;🥧
Masa para pastel, tipo estándar, congelada, lista para hornear, enriquecida;255;🥧
pastel, durazno;81;🍑
Pastel, carne picada, preparado a partir de receta;112;🥧
Pie, mousse de chocolate, preparado a partir de mezcla, tipo sin hornear;166;🍫
Pie, crema de plátano, preparado a partir de mezcla, tipo sin hornear;161;🍌
Pie, merengue de limón, preparado a partir de receta;194;🍋
Pie, crema de coco, preparado a partir de mezcla, tipo sin hornear;13;🥧
Pie, crema de coco, preparado comercialmente;98;🥧
Panqueques, sencillos, preparados según la receta;319;🌱
Pie, manzana, preparado a partir de receta;118;🍎
Tarta de manzana, preparada comercialmente, harina enriquecida;88;🍎
Panqueques, simples, mezcla seca, incompletos (incluye suero de leche);494;🌱
Panqueques, integrales, mezcla seca, incompletos, preparados;419;🌱
Panqueques, simples, mezcla seca, incompletos, preparados;384;🌱
Conos de helado, tipo torta u oblea;4;🍦
Panqueques, simples, mezcla seca, completos, preparados;255;🌱
Conos de helado, azúcar, tipo enrollado;39;🍦
Muffins, maíz, tipo tostadora;271;🍞
Panecillos, maíz, preparados a partir de receta, hechos con leche baja en grasa (2%);35;🌱
Panecillos, maíz, preparados comercialmente;297;🍞
Panecillos, maíz, mezcla seca, preparado;367;🍞
Muffins, ingleses, naturales, tostados, enriquecidos, con propionato de calcio (incluye masa madre);491;:bread:
Hush puppies, preparado a partir de receta;382;🍴
Muffins, inglés, pasas y canela (incluye manzana y canela);343;🍞
Muffins, ingleses, sencillos, enriquecidos, con ca prop (incluye masa fermentada);417;:bread:
Tostada francesa, preparada según la receta, hecha con leche baja en grasa (2 %);389;🌱
Muffins, ingleses, de grano mixto (incluye granola);449;:bread:
Rosquillas, tipo pastel, sencillas, azucaradas o glaseadas;244;🍩
Rosquillas, tipo bizcocho, de chocolate, azucaradas o glaseadas;224;:cake:
Rosquillas, tipo pastel, sencillas, cubiertas de chocolate o glaseadas;223;:cake:
cruasanes, queso;455;🌱
Hojaldre de crema, preparado a partir de receta;466;🍮
croissants, manzana;359;🌱
croissants, mantequilla;416;🌱
Galletas saladas de trigo regulares;396;🍞
Galletas, tostadas de bizcocho;668;🍞
Galletas, leche;376;🍪
Galletas saladas, tipo snack estándar, regulares;331;🍞
Galletas saladas, tipo snack estándar, sándwich, con relleno de queso;447;🧀
Galletas saladas, tipo bocadillo estándar, sándwich, con relleno de mantequilla de maní;582;🍞
Galletas, tostadas melba, trigo;615;🍞
Galletas saladas, tostadas melba, centeno (incluye pan integral de centeno);569;🍞
Galletas, obleas de vainilla, más grasas;235;🍪
Galletas, tostadas melba, simples;596;🍞
Galletas, queso, regular;49;🧀
Galletas saladas, queso, tipo sándwich con relleno de mantequilla de maní;652;🍞
Galletas, oblea de azúcar, con relleno de crema, sin azúcar;145;🍪
Galletas, azúcar, preparadas comercialmente, regulares (incluye vainilla);25;🍪
Galletas, azúcar, masa refrigerada;207;🍪
Galletas, barquillos de vainilla, bajos en grasa;243;🍪
Galletas, sándwich de mantequilla de maní, dieta especial;509;🍪
Galletas, galletas de mantequilla, preparadas comercialmente, pecanas;239;🌱
Galletas, sándwich de mantequilla de maní, regular;442;🍪
Galletas, mantequilla de maní, preparado a partir de receta;46;🍪
Galletas, pasas, tipo blando;187;🍪
Galletas, avena, mezcla seca;327;🍪
Galletas, avena, masa refrigerada;278;🍪
Galletas, galletas graham, recubiertas de chocolate;178;🍪
Galletas, avena, masa refrigerada, horneadas;309;🍪
Galletas, bizcochos, con jugo de limón y cáscara;511;🌱
Galletas, chispas de chocolate, masa refrigerada, horneadas;242;🍪
Galletas, chispas de chocolate, masa refrigerada;218;🍪
Galletas, galletas de jengibre;263;🍪
Galletas, chispas de chocolate, mezcla seca;224;🍪
Galletas, fudge, tipo torta (incluye tortas de carro);207;🍪
Galletas, chispas de chocolate, preparadas a partir de receta, hechas con margarina;271;🌱
Pastel, amarillo, preparado comercialmente, con glaseado de vainilla;174;🌱
Pastel, tipo pudín, amarillo, mezcla seca;188;🍰
Galletas, brownies, mezcla seca, regular;191;🍪
Galletas, mantequilla, preparados comercialmente, enriquecidos;299;🍪
Pastel, amarillo, enriquecido, mezcla seca;204;🍰
Galletas, brownies, preparados a partir de receta;298;🍪
Pastel, pastelitos, rellenos de crema, bizcocho;138;🍰
Torta, libra, preparada comercialmente, que no sea toda la mantequilla, enriquecida;259;🌱
Pastel, bizcocho, tipo galleta, preparado a partir de receta;302;🌱
Pastel, pastelitos, rellenos de crema, chocolate con glaseado;156;:cake:
Pastel, tipo pudín, chocolate, mezcla seca;218;🌱
Pastel, pastel de café, canela con cobertura de migas, mezcla seca, preparado;271;🍰
Pastel, pastel de café, relleno de crema con glaseado de chocolate;242;:cake:
Pastel, pastel de frutas, preparado comercialmente;14;:cake:
Pastel, chocolate, preparado comercialmente con glaseado de chocolate, panadería en la tienda;203;🌱
Pastel, pastel de café, fruta;249;🌱
Pan, palitos, simple;59;🌱
Pan, relleno, mezcla seca;553;🍞
Pan, relleno, mezcla seca, preparado;142;🍞
Pastel, tipo budín, zanahoria, mezcla seca;238;🌱
Pastel, dulce de cereza con glaseado de chocolate;98;:cake:
Pan, migas, seco, rallado, simple;655;🍞
Pan, blanco, preparado según receta, hecho con leche descremada en polvo;383;🌱
Pan, blanco, preparado comercialmente, tostado;444;🍞
Pan, blanco, preparado de receta, hecho con leche baja en grasa (2%);389;🍞
Pan, salvado de arroz;439;🍞
Pan, reducido en calorías, blanco;419;🍞
Pan, reducido en calorías, centeno;457;🍞
Pan, reducido en calorías, avena;381;🌱
Pan, centeno;422;🍞
Pan, multigrano, tostado (incluye integral);421;🍞
Pan, refresco irlandés, preparado a partir de receta;3;🍞
Pan, proteína (incluye gluten);596;🍞
Pan, pita, integral;47;🍞
Pan, pita, blanco, enriquecido;446;🍞
Pan, pan de maíz, mezcla seca, preparado con 2% de leche, 80% de margarina y huevos;343;🌱
Pan, pan de maíz, mezcla seca, enriquecido (incluye mezcla para muffins de maíz);343;🍞
Pan, francés o viena, tostado (incluye masa madre);543;🍞
Pan, pan de maíz, preparado a partir de una receta, hecho con leche baja en grasa (2 %);33;🍞
Pan, boston brown, enlatado;233;🍞
Galletas, simples o de suero de leche, masa refrigerada, bajas en grasa;337;🍪
Bagels, sencillos, enriquecidos, con propionato de calcio (incluye cebolla, amapola, sésamo), tostados;577;🍞
Galletas, simples o de suero de leche, masa refrigerada, bajas en grasa, horneadas;391;🍪
panecillos, huevo;523;🥯
Galletas, naturales o de suero de leche, mezcla seca;392;🍪
Pan, plátano, preparado a partir de receta, elaborado con margarina;218;🌱
Galletas, simples o de suero de leche, mezcla seca, preparada;355;🍪
Cordero, australiano, importado, fresco, chuleta de costilla, a la francesa, deshuesado, con hueso, magra y grasa separable, recortado a 0 grasa, cocido, a la parrilla;1149;🌱
Cordero, australiano, importado, fresco, lomo, deshuesado, magra y grasa separable, recortado a 1/8 de grasa, cocido, asado;1148;🌱
Cordero, australiano, importado, fresco, grasa externa, crudo;468;🐑
Cordero, australiano, importado, fresco, pierna, manitas, con hueso, magra y grasa separables, recortado a 1/8 de grasa, cocido, asado;1121;🌱
Cordero, australiano, importado, fresco, grasa externa, cocido;628;🍖
Cordero, australiano, importado, fresco, pierna, pata trasera, con talón, con hueso, magra y grasa separable, recortada a 1/8 de grasa, cocida, estofada;1098;🌱
Cordero, australiano, importado, fresco, pierna, sin manitas, con hueso, magra y grasa separable, recortada a 1/8 de grasa, cruda;816;🌱
Cordero, australiano, importado, fresco, pierna, pierna trasera, con talón, con hueso, magra y grasa separable, recortada a 1/8 de grasa, cruda;765;🌱
Cordero, australiano, importado, fresco, lomo, deshuesado, solo magro separable, cortado a 1/8 de grasa, cocido, asado;1152;🌱
Cordero, australiano, importado, fresco, pierna, pierna trasera, con talón, con hueso, magro separable solo, cortado a 1/8 de grasa, crudo;836;🌱
Cordero, australiano, importado, fresco, costillar, asado, a la francesa, deshuesado, con hueso, solo magro separable, reducido a 0 grasa, cocido, asado;986;🌱
Cordero, australiano, importado, fresco, costillar, asado, a la francesa, con hueso, solo magro separable, reducido a 1/8 de grasa, cocido, asado;1041;🌱
Ternera, solo grasa externa, cocida;617;🌱
Cordero, australiano, importado, fresco, pierna, jarrete, con talón, con hueso, solo magro separable, cortado a 1/8 de grasa, cocido, estofado;1143;🌱
Cordero, australiano, importado, fresco, pierna, parte inferior, deshuesado, solo magro separable, cortado a 1/8 de grasa, cocido, asado;1064;🌱
Ternera, solo grasa de la veta, cruda;506;🍖
Ternera, solo grasa externa, cruda;357;🍖
Ternera, paletilla, chuleta de paleta, solo magro separable, cocinada, a la parrilla;1103;🌱
Cordero, Nueva Zelanda, importado, lomo, magra y grasa separable, crudo;805;🌱
Ternera, pierna, parte superior redonda, sin tapa, chuleta, sin hueso, cocida, a la parrilla;1287;🌱
Cordero, Nueva Zelanda, importado, pierna deshuesada en túnel, chump off, sin jarrete, magra y grasa separable, cruda;728;🌱
Ternera, molida, cocida, frita;1042;🌱
Cordero, Nueva Zelanda, importado, paletilla de corte cuadrado, magra y grasa separable, cocida, asada lentamente;822;🌱
Cordero, Nueva Zelanda, importado, chuletas de paletilla de corte cuadrado, magras y grasas separables, cocidas, estofadas;1055;🌱
Cordero, Nueva Zelanda, importado, chuletas de paletilla cortadas en cuadrado, magra y grasa separables, crudas;67;🌱
Bebidas, té, negro, colado, preparado con agua del grifo, descafeinado;0;🌱
Bebidas, mezcla de bebidas con sabor a fresa, en polvo, preparada con leche entera;146;🌱
Bebidas, Mezcla de bebida malteada, chocolate, en polvo, preparada con leche entera;15;🍫
Bebidas, carbonatadas, naranja;0;🍊
Bebidas carbonatadas, club soda;0;🌱
Bebidas, leche de almendras, chocolate, lista para beber;28;🌱
Bebida alcohólica, destilada, vodka, 80 grados;0;🍸
Bebida alcohólica, destilada, ron, 80 grados.;0;🍹
Bebida alcohólica, destilada, todas (ginebra, ron, vodka, whisky) 80 grados;0;🍸
Snacks, pretzels, sin gluten elaborados con maicena y harina de patata;31;🌱
Sopa, agridulce, restaurante chino;85;🍜
Sopa, gota de huevo, restaurante chino.;28;🍜
Snacks, barra de granola, GENERAL MILLS, NATURE VALLEY, con cobertura de yogur;294;🌱
Bocadillos, barra de granola, GENERAL MILLS NATURE VALLEY, NUECES DULCES Y SALADAS, maní;471;🌱
Snacks, chips de vegetales, hechos de vegetales de la huerta;23;🍅
Snacks, barras de granola, QUAKER OATMEAL TO GO, todos los sabores;322;🌱
Barra formulada, MARS SNACKFOOD US, SNICKERS MARATHON Protein Performance Bar, Caramel Nut Rush;1337;🌱
Barra formulada, LUNA BAR, NUTZ SOBRE CHOCOLATE;111;🌱
Bocadillos, palomitas de maíz, microondas, sabor regular (mantequilla), hechos con aceite parcialmente hidrogenado;323;🌱
Bocadillos, chips de camote, sin sal;278;🍠
Carne de res, flanco, bistec, solo magra separable, recortada a 0 grasa, selecta, cruda;847;🌱
Snacks, FRITOLAY, SUNCHIPS, Snack Multicereales, sabor original;34;🌱
Carne de res, flanco, bistec, magro separable solamente, recortado a 0 grasa, todos los grados, crudo;852;🌱
Carne de res, solomillo de fondo, asado de tres puntas, solo magra separable, recortado a 0 grasa, seleccionado, cocido, asado;1073;🌱
Carne de res, flanco, bistec, solo magra separable, recortada a 0 grasa, seleccionada, cocida, asada;1104;🌱
Carne de res, flanco, bistec, magro separable solamente, recortado a 0 grasa, todos los grados, cocido, asado;1102;🌱
Carne de res, solomillo de fondo, asado de tres puntas, solo magro separable, recortado a 0 grasa, selecto, crudo;836;🌱
Carne de res, chuleta, asado de brazo, solo magro separable, recortado a 1/8 de grasa, seleccionado, cocido, estofado;1367;🌱
Carne de res, solomillo de fondo, asado de tres puntas, solo magra separable, recortado a 0 grasa, todos los grados, crudo;84;🌱
Carne de res, pechuga, mitad plana, solo magra separable, recortada a 1/8 de grasa, seleccionada, cocida, estofada;131;🌱
Carne de res, solomillo de fondo, asado de tres puntas, solo magro separable, recortado a 0 grasa, elección, cocido, asado;104;🌱
Carne de res, costilla, extremo pequeño (costillas 10-12), solo magra separable, recortada a 1/8 de grasa, elección, cruda;874;🌱
Carne de res, solomillo superior, bistec, solo magro separable, recortado a 1/8 de grasa, elección, crudo;865;🌱
Carne de res, chuleta, asado de brazo, solo magro separable, recortado a 1/8 de grasa, selecto, crudo;879;🌱
Carne de res, costilla, extremo pequeño (costillas 10 a 12), solo magra separable, recortada a 1/8 de grasa, a elección, cocida, asada;1117;🌱
Carne de res, lomo, bistec, solo magro separable, recortado a 1/8 de grasa, elección, crudo;874;🌱
Carne de res, pechuga, mitad plana, solo magra separable, recortada a 1/8 de grasa, selecta, cruda;847;🌱
Carne de res, compuesto de cortes minoristas recortados, solo magro separable, recortado a 1/8 de grasa, todos los grados, crudo;914;🌱
Carne de res, compuesto de cortes minoristas recortados, magra y grasa separable, recortada a 0 grasa, todos los grados, cruda;801;🌱
Carne de res, compuesta de cortes minoristas recortados, solo magra separable, recortada a 1/8 de grasa, todos los grados, cocida;1189;🌱
Carne de res, compuesta de cortes minoristas recortados, solo magra separable, recortada a 0 grasa, todos los grados, cruda;866;🌱
Carne de res, molida, 97 % de carne magra/3 % de grasa, desmenuzada, cocida, dorada;1148;🍔
Carne de res, molida, 93 % carne magra/7 % grasa, hogaza, cocinada, horneada;1054;🍔
Carne de res, molida, 93 % de carne magra/7 % de grasa, desmenuzada, cocida, dorada;1126;🍔
Carne de res, molida, 93 % de carne magra/7 % de grasa, hamburguesa, cocida, a la parrilla;998;🍔
Carne de res, molida, 93 % carne magra/7 % grasa, empanada, cocida, asada;1022;🍔
Carne de res, de Nueva Zelanda, importada, solomillo, magra y grasa separable, cocida, frita rápida;968;🌱
Carne de res, de Nueva Zelanda, importada, centro de la rabadilla, magra y grasa separable, cruda;842;🌱
Carne de res, de Nueva Zelanda, importada, centro de la rabadilla, solo magra separable, cruda;845;🍖
Carne de res, de Nueva Zelanda, importada, centro de la rabadilla, magra y grasa separables, cocida, frita rápida;1167;🌱
Carne de res, de Nueva Zelanda, importada, plana, magra y grasa separable, cocida, estofada;1239;🌱
Carne de res, de Nueva Zelanda, importada, falda, magra y grasa separable, cocida, estofada;1171;🌱
