name;phe;emoji
Bohnen, Niere, rot, reife Samen, gekocht, gekocht, ohne Salz;469;🍲
Bohnen, Niere, rot, reife Samen, Dosen, Feststoffe und Flüssigkeiten;317;🍲
Bohnen, Niere, Königsrot, reife Samen, roh;137;🌱
Bohnen, Niere, alle Arten, reife Samen, roh;1275;🌱
Bohnen, gebacken, in Dosen, mit Schweinefleisch;285;🥓
Bohnen, schwarze Schildkröte, reife Samen, roh;1149;🌱
Bohnen, Great Northern, reife Samen, roh (umfasst Lebensmittel für das Food Distribution Program des USDA);1182;🌱
Bohnen, schwarze Schildkröte, reife Samen, Konserven;356;🍽
Bohnen, schwarze Schildkröte, reife Samen, gekocht, gekocht, ohne Salz;442;🌱
Bohnen, Cranberry (römisch), reife Samen, roh;1245;🌱
Bohnen, gebacken, aus der Dose, einfach oder vegetarisch;267;🍽
Bohnen, gebacken, in Dosen, mit Franks;349;🌭
Bohnen, gebacken, in Dosen, mit Rindfleisch;329;🍔
Fisch, Tilapia, roh;81;🐟
Fisch, Lachs, Rosa, Konserven, abgetropfte Feststoffe;951;🐟
Lachs, Sockeye, Dose, Gesamtdoseninhalt;877;🌱
Fisch, Tilapia, gekocht, trockene Hitze;105;🐟
Mollusken, Austern, östlich, gezüchtet, gekocht, trockene Hitze;251;🌱
Mollusken, Auster, östlich, gezüchtet, roh;187;🍤
Krebstiere, Krebse, gemischte Arten, gezüchtet, roh;625;🦀
Mollusken, Austern, östliche, wilde, gekochte, trockene Hitze;321;🌱
Krebstiere, Flusskrebse, gemischte Arten, gezüchtet, gekocht, feuchte Hitze;737;🦀
Fisch, Lachs, Atlantik, gezüchtet, gekocht, trockene Hitze;863;🌱
Krebstiere, Krabben, Alaska King, roh;773;🦀
Fisch, Wels, Kanal, gezüchtet, gekocht, trockene Hitze;735;🌱
Fisch, Lachs, Atlantik, gezüchtet, roh;845;🐟
Fisch, Wels, Kanal, gezüchtet, roh;607;🌱
Fisch, Gelbschwanz, gemischte Arten, roh;904;🐟
Fisch, Thunfisch, weiß, in Wasser eingelegt, abgetropfte Feststoffe;922;🐟
Fisch, Wittling, gemischte Arten, gekocht, trockene Hitze;917;🐟
Fisch, Thunfischsalat;626;🐟
Fisch, Thunfisch, weiß, in Öl eingelegt, abgetropfte Feststoffe;1036;🐟
Fisch, Steinbeißer, Atlantik, roh;683;🐟
Fisch, Thunfisch, frisch, Gelbflossen, roh;913;🐟
Fisch, Saugnapf, weiß, roh;654;🐟
Fisch, Forelle, Regenbogen, wild, roh;799;🐟
Fisch, Sonnenbarsch, Kürbiskern, roh;757;🐟
Fisch, Thunfisch, frisch, Bonito, roh;859;🐟
Fisch, Forelle, Regenbogen, wild, gekocht, trockene Hitze;895;🐟
Fisch, Tilefish, gekocht, trockene Hitze;956;🐟
Fisch, Forelle, gemischte Arten, roh;811;🐟
Fisch, Stint, Regenbogen, roh;688;🐟
Fisch, Stör, gemischte Arten, geräuchert;1218;🐟
Fisch, Stör, gemischte Arten, gekocht, trockene Hitze;808;🌱
Fisch, Schafskopf, gekocht, trockene Hitze;1016;🐟
Fisch, Stint, Regenbogen, gekocht, trockene Hitze;882;🐟
Fisch, Schafskopf, roh;789;🐟
Fisch, Scup, roh;737;🐟
Fisch, Wolfsbarsch, gemischte Arten, roh;72;🐟
Fisch, Hai, gemischte Arten, gekocht, in Teig getaucht und gebraten;75;🌱
Fisch, Sardine, Atlantik, in Öl konserviert, abgetropfte Feststoffe mit Knochen;961;🌱
Fisch, Sardine, Pazifik, Dosen in Tomatensauce, abgetropfte Feststoffe mit Knochen;793;🐟
Fisch, Roughy, orange, roh;626;🐟
Fisch, Lachs, rosa, roh;845;🐟
Fisch, Lachs, Kumpel, Konserven, abgetropfte Feststoffe mit Knochen;837;🌱
Fisch, sablefish, roh;524;🐟
Fisch, Lachs, Coho, Wild, gekocht, feuchte Hitze;1068;🌱
Fisch, Lachs, Coho, wild, roh;844;🐟
Fisch, Hecht, Zander, roh;747;🐟
Fisch, Seelachs, Alaska, roh (kann Zusätze enthalten, um Feuchtigkeit zu speichern);471;🐟
Fisch, Hecht, nordische, gekochte, trockene Hitze;964;🐟
Fisch, Seelachs, Atlantik, roh;759;🐟
Fisch, Drachenkopf, Pazifik, gemischte Arten, gekocht, trockene Hitze;935;🐟
Fisch, Rogen, gemischte Arten, roh;1092;🐟
Fisch, Meeräsche, gestreift, gekocht, trockene Hitze;968;🌱
Fisch, Rotbarsch, Atlantik, roh;638;🐟
Fisch, Makrele, König, roh;792;🐟
Fisch, Rotbarsch, Atlantik, gekocht, trockene Hitze;772;🐟
Fisch, Meeräsche, gestreift, roh;755;🐟
Fisch, Hering, Atlantik, gekocht, trockene Hitze;899;🌱
Fisch, Makrele, Atlantik, gekocht, trockene Hitze;931;🐟
Fisch, Makrele, Makrele, Konserven, abgetropfte Feststoffe;905;🌱
Fisch, Hering, Atlantik, eingelegt;554;🐟
Fisch, Makrele, Atlantik, roh;726;🐟
Fisch, Hering, Atlantik, roh;701;🐟
Getränke, Shake, Fast Food, Erdbeere;162;🌱
Getränke, Orangengetränk, Frühstückstyp, mit Saft und Fruchtfleisch, gefrorenes Konzentrat;5;🍊
Alkoholisches Getränk, Likör, Kaffee mit Sahne, 34 Proof;136;🍸
Wildfleisch, Pferd, roh;879;🐴
Wildfleisch, Pferd, gekocht, gebraten;1157;🍖
Wildfleisch, Hirsch, gekocht, gebraten;1233;🦌
Taco-Schalen, gebacken, ohne Salzzusatz;354;🌮
Cracker, Saltines, fettfrei, natriumarm;514;🍞
Englische Muffins, natur, angereichert, ohne Calciumpropionat (enthält Sauerteig);379;🍞
Kuchen, gebratene Kuchen, Zitrone;138;🍋
Popovers, Trockenmischung, nicht angereichert;517;🍞
Cracker, Käse, niedriges Natrium;49;🧀
Tortenboden, Standard-Typ, gefroren, backfertig, nicht angereichert;182;🥧
Donuts, mit Hefe gesäuert, glasiert, nicht angereichert (einschließlich Honigbrötchen);31;🍩
Plundergebäck, Himbeere, nicht angereichert;267;🌱
Cracker, Weizen, wenig Salz;412;🍞
Cracker, Saltines, wenig Salz (einschließlich Austern, Limonade, Suppe);493;🍞
Kuchen, puddingartig, weiß, nicht angereichert, Trockenmischung;183;🌱
Cracker, Standard-Snack-Typ, normal, wenig Salz;371;🍞
Kuchen, gelb, nicht angereichert, Trockenmischung;204;🍰
Kuchen, Pfund, gewerblich hergestellt, außer Butter, nicht angereichert;259;🌱
Cracker, Saltines, ungesalzene Spitzen (einschließlich Austern, Limonade, Suppe);452;🍞
Bagels, natur, angereichert, ohne Calciumpropionat (enthält Zwiebel, Mohn, Sesam);519;🍞
Pfannkuchen, Buttermilch, nach Rezept zubereitet;339;🌱
Bagels, natur, nicht angereichert, ohne Calciumpropionat (enthält Zwiebeln, Mohn, Sesam);519;🍞
Kuchen, Kaffeekuchen, Zimt mit Streuseln, kommerziell hergestellt, nicht angereichert;324;🌱
Waffeln, natur, gefroren, zum Aufwärmen, geröstet;31;🌱
Bagels, natur, nicht angereichert, mit Calciumpropionat (enthält Zwiebeln, Mohn, Sesam);519;🍞
Backtriebmittel, Hefe, Bäcker, Aktiv trocken;175;🍞
Muffins, Heidelbeere, Toastertyp, geröstet;242;🌱
Muffins, Weizenkleie, Toastertyp mit Rosinen, geröstet;263;:bread:
Treibmittel, Hefe, Bäcker, gepresst;407;🍞
Brot, Reiskleie, geröstet;478;🍞
Tortillas, fertig zum Backen oder Braten, Mehl, gekühlt;265;🌮
Waffeln, natur, nach Rezept zubereitet;395;🍳
Tortillas, fertig zum Backen oder Braten, Mais;285;🌮
Waffeln, natur, gefroren, fertig zum Aufwärmen;279;🍳
Süße Brötchen, Zimt, handelsüblich mit Rosinen zubereitet;3;🍞
Strudel, Apfel;151;🌱
Brötchen, hart (inkl. Kaiser);489;🍞
Süße Brötchen, Käse;343;🍞
Brötchen, Abendessen, Haferkleie;475;🍞
Tortenboden, Standardtyp, gefroren, backfertig, angereichert, gebacken;294;🥧
Brötchen, Abendessen, Ei;467;🍞
Brötchen, Abendessen, Roggen;51;🍞
Tortenboden, Standardtyp, zubereitet nach Rezept, gebacken;324;🥧
Brötchen, Abendessen, Weizen;419;🍞
Tortenboden, Standardtyp, Trockenmischung, zubereitet, gebacken;328;🥧
Pie, Pekannuss, kommerziell zubereitet;205;🥧
Tortenboden, Standardtyp, Trockenmischung;339;🥧
Tortenboden, Standard-Typ, gefroren, backfertig, angereichert;255;🥧
Kuchen, Pfirsich;81;🍑
Pie, Hackfleisch, nach Rezept zubereitet;112;🥧
Kuchen, Schokoladenmousse, zubereitet aus Mischung, No-Bake-Typ;166;🍫
Pie, Bananencreme, zubereitet aus Mix, No-Bake-Typ;161;🍌
Pie, Zitronenbaiser, nach Rezept zubereitet;194;🍋
Pie, Kokoscreme, zubereitet aus Mix, No-Bake-Typ;13;🥧
Pie, Kokoscreme, kommerziell hergestellt;98;🥧
Pfannkuchen, einfach, nach Rezept zubereitet;319;🌱
Kuchen, Apfel, nach Rezept zubereitet;118;🍎
Kuchen, Apfel, kommerziell hergestelltes, angereichertes Mehl;88;🍎
Pfannkuchen, einfach, Trockenmischung, unvollständig (einschließlich Buttermilch);494;🌱
Pfannkuchen, Vollkorn, Trockenmischung, unvollständig, zubereitet;419;🌱
Pfannkuchen, einfach, Trockenmischung, unvollständig, zubereitet;384;🌱
Eistüten, Kuchen oder Waffeln;4;🍦
Pfannkuchen, einfach, Trockenmischung, komplett, zubereitet;255;🌱
Eistüten, Zucker, gerollt;39;🍦
Muffins, Mais, Toaster-Typ;271;🍞
Muffins, Mais, zubereitet nach Rezept, hergestellt mit fettarmer (2%) Milch;35;🌱
Muffins, Mais, kommerziell zubereitet;297;🍞
Muffins, Mais, Trockenmischung, zubereitet;367;🍞
Muffins, englisch, natur, geröstet, angereichert, mit Calciumpropionat (enthält Sauerteig);491;:bread:
Stille Welpen, nach Rezept zubereitet;382;🍴
Muffins, Englisch, Rosinen-Zimt (enthält Apfel-Zimt);343;🍞
Muffins, englisch, natur, angereichert, mit ca prop (enthält Sauerteig);417;:bread:
French Toast, zubereitet nach Rezept, hergestellt aus fettarmer (2 %) Milch;389;🌱
Muffins, Englisch, Getreidemischung (enthält Müsli);449;:bread:
Donuts, Kuchentyp, natur, gezuckert oder glasiert;244;🍩
Donuts, Kuchentyp, Schokolade, gezuckert oder glasiert;224;:cake:
Donuts, Kuchentyp, glatt, mit Schokolade überzogen oder gefrostet;223;:cake:
Croissants, Käse;455;🌱
Windbeutelschale, nach Rezept zubereitet;466;🍮
Hörnchen, Apfel;359;🌱
Croissants, Butter;416;🌱
Cracker, Weizen, regelmäßig;396;🍞
Cracker, Zwiebacktoast;668;🍞
Cracker, Milch;376;🍪
Cracker, Standard-Snack-Typ, normal;331;🍞
Cracker, Standard-Snack-Typ, Sandwich, mit Käsefüllung;447;🧀
Cracker, Standard-Snack-Typ, Sandwich, mit Erdnussbutterfüllung;582;🍞
Cracker, Melba-Toast, Weizen;615;🍞
Cracker, Melba-Toast, Roggen (einschließlich Pumpernickel);569;🍞
Kekse, Vanillewaffeln, höherer Fettgehalt;235;🍪
Cracker, Melba-Toast, einfach;596;🍞
Cracker, Käse, regelmäßig;49;🧀
Cracker, Käse, Sandwich-Typ mit Erdnussbutterfüllung;652;🍞
Kekse, Zuckerwaffel, mit Cremefüllung, zuckerfrei;145;🍪
Kekse, Zucker, kommerziell zubereitet, normal (einschließlich Vanille);25;🍪
Kekse, Zucker, gekühlter Teig;207;🍪
Kekse, Vanillewaffeln, weniger Fett;243;🍪
Kekse, Erdnussbutter-Sandwich, spezielle Diät;509;🍪
Kekse, Shortbread, kommerziell zubereitet, Pekannuss;239;🌱
Kekse, Erdnussbutter-Sandwich, regelmäßig;442;🍪
Kekse, Erdnussbutter, nach Rezept zubereitet;46;🍪
Kekse, Rosinen, weicher Typ;187;🍪
Kekse, Haferflocken, Trockenmischung;327;🍪
Kekse, Haferflocken, gekühlter Teig;278;🍪
Kekse, Graham Cracker, mit Schokolade überzogen;178;🍪
Kekse, Haferflocken, gekühlter Teig, gebacken;309;🍪
Kekse, Löffelbiskuits, mit Zitronensaft und Schale;511;🌱
Kekse, Schokoladenstückchen, gekühlter Teig, gebacken;242;🍪
Kekse, Schokoladensplitter, gekühlter Teig;218;🍪
Kekse, Lebkuchen;263;🍪
Kekse, Schokoladenstückchen, Trockenmischung;224;🍪
Kekse, Fudge, Kuchentyp (einschließlich Trolley-Kuchen);207;🍪
Kekse, Schokoladensplitter, zubereitet nach Rezept, hergestellt mit Margarine;271;🌱
Kuchen, gelb, industriell hergestellt, mit Vanilleglasur;174;🌱
Kuchen, puddingartig, gelb, Trockenmischung;188;🍰
Kekse, Brownies, Trockenmischung, regelmäßig;191;🍪
Kekse, Butter, kommerziell zubereitet, angereichert;299;🍪
Kuchen, gelb, angereichert, Trockenmischung;204;🍰
Kekse, Brownies, nach Rezept zubereitet;298;🍪
Kuchen, Brotzeitkuchen, mit Creme gefüllt, Rührteig;138;🍰
Kuchen, Pfund, gewerblich hergestellt, außer Butter, angereichert;259;🌱
Kuchen, Shortcake, Biskuit-Typ, zubereitet nach Rezept;302;🌱
Kuchen, Snack-Kuchen, mit Creme gefüllt, Schokolade mit Glasur;156;:cake:
Kuchen, Pudding, Schokolade, Trockenmischung;218;🌱
Kuchen, Kaffeekuchen, Zimt mit Streuseln, Trockenmischung, zubereitet;271;🍰
Kuchen, Kaffeekuchen, Creme gefüllt mit Schokoladenglasur;242;:cake:
Kuchen, Obstkuchen, kommerziell zubereitet;14;:cake:
Kuchen, Schokolade, industriell zubereitet mit Schokoladenglasur, Bäckerei im Geschäft;203;🌱
Kuchen, Kaffeekuchen, Obst;249;🌱
Brot, Stöcke, einfach;59;🌱
Brot, Füllung, Trockenmischung;553;🍞
Brot, Füllung, Trockenmischung, zubereitet;142;🍞
Kuchen, Pudding, Karotte, Trockenmischung;238;🌱
Kuchen, Kirschfondant mit Schokoladenglasur;98;:cake:
Brot, Krümel, trocken, gerieben, natur;655;🍞
Brot, weiß, zubereitet nach Rezept, hergestellt aus fettarmer Trockenmilch;383;🌱
Brot, weiß, industriell zubereitet, geröstet;444;🍞
Brot, weiß, zubereitet nach Rezept, hergestellt aus fettarmer (2%) Milch;389;🍞
Brot, Reiskleie;439;🍞
Brot, kalorienreduziert, weiß;419;🍞
Brot, kalorienreduziert, Roggen;457;🍞
Brot, kalorienreduziert, Haferflocken;381;🌱
Brot, Pumpernickel;422;🍞
Brot, Mehrkorn, geröstet (einschließlich Vollkorn);421;🍞
Brot, Irish Soda, nach Rezept zubereitet;3;🍞
Brot, Eiweiß (enthält Gluten);596;🍞
Brot, Pita, Vollkorn;47;🍞
Brot, Pita, weiß, angereichert;446;🍞
Brot, Maisbrot, Trockenmischung, zubereitet mit 2 % Milch, 80 % Margarine und Eiern;343;🌱
Brot, Maisbrot, Trockenmischung, angereichert (einschließlich Mais-Muffin-Mischung);343;🍞
Brot, Französisch oder Wiener, geröstet (einschließlich Sauerteig);543;🍞
Brot, Maisbrot, zubereitet nach Rezept, hergestellt aus fettarmer (2%) Milch;33;🍞
Brot, Boston Brown, aus der Dose;233;🍞
Kekse, Natur- oder Buttermilch, gekühlter Teig, weniger Fett;337;🍪
Bagels, natur, angereichert, mit Calciumpropionat (enthält Zwiebeln, Mohn, Sesam), getoastet;577;🍞
Kekse, einfach oder Buttermilch, gekühlter Teig, weniger Fett, gebacken;391;🍪
Brötchen, Ei;523;🥯
Kekse, Natur- oder Buttermilch, Trockenmischung;392;🍪
Brot, Banane, zubereitet nach Rezept, hergestellt mit Margarine;218;🌱
Kekse, Natur- oder Buttermilch, Trockenmischung, zubereitet;355;🍪
Lamm, australisch, importiert, frisch, Rippenkotelett, Frenched, entblößt, mit Knochen, mager und fett trennbar, auf 0 Fett getrimmt, gekocht, gegrillt;1149;🌱
Lamm, australisch, importiert, frisch, Filet, ohne Knochen, mager und fett trennbar, auf 1/8 Fett getrimmt, gekocht, geröstet;1148;🌱
Lamm, australisch, importiert, frisch, externes Fett, roh;468;🐑
Lamm, australisch, importiert, frisch, Keule, Traber ohne Knochen, mager und fett trennbar, auf 1/8 Fett getrimmt, gekocht, geröstet;1121;🌱
Lamm, australisch, importiert, frisch, externes Fett, gekocht;628;🍖
Lamm, australisch, importiert, frisch, Keule, Hinterbein, Ferse, mit Knochen, mager und fett trennbar, auf 1/8 Fett getrimmt, gekocht, geschmort;1098;🌱
Lamm, australisch, importiert, frisch, Keule, Traber ohne Knochen, mager und fett trennbar, auf 1/8 Fett getrimmt, roh;816;🌱
Lamm, australisch, importiert, frisch, Keule, Hinterbein, Ferse, mit Knochen, mager und fett trennbar, auf 1/8 Fett getrimmt, roh;765;🌱
Lamm, australisch, importiert, frisch, Filet, ohne Knochen, trennbar nur mager, auf 1/8 Fett getrimmt, gekocht, geröstet;1152;🌱
Lamm, australisch, importiert, frisch, Keule, Hinterbein, Ferse, mit Knochen, trennbar nur mager, auf 1/8 Fett getrimmt, roh;836;🌱
Lamm, australisch, importiert, frisch, Rack, Braten, Frenched, entblößt, mit Knochen, trennbar nur mager, auf 0 Fett getrimmt, gekocht, geröstet;986;🌱
Lamm, australisch, importiert, frisch, Rack, gebraten, französisch, mit Knochen, nur trennbar mager, auf 1/8 Fett getrimmt, gekocht, geröstet;1041;🌱
Kalbfleisch, nur äußeres Fett, gekocht;617;🌱
Lamm, australisch, importiert, frisch, Keule, Hinterbein, Ferse, mit Knochen, trennbar nur mager, auf 1/8 Fett getrimmt, gekocht, geschmort;1143;🌱
Lamm, australisch, importiert, frisch, Keule, Boden, ohne Knochen, trennbar nur mager, auf 1/8 Fett getrimmt, gekocht, geröstet;1064;🌱
Kalbfleisch, nur Nahtspeck, roh;506;🍖
Kalb, nur äußeres Fett, roh;357;🍖
Kalbs-, Schulter-, Blattkotelett, trennbares mageres Fleisch, gekocht, gegrillt;1103;🌱
Lamm, Neuseeland, importiert, Filet, mager und fett trennbar, roh;805;🌱
Kalb, Keule, oben rund, Kappe ab, Schnitzel, ohne Knochen, gekocht, gegrillt;1287;🌱
Lamm, Neuseeland, importiert, Bein mit Tunnelknochen, Höcker ab, Schenkel ab, mager und fett trennbar, roh;728;🌱
Kalb, gemahlen, gekocht, gebraten;1042;🌱
Lamm, Neuseeland, importiert, quadratisch geschnittene Schulter, mager und fett trennbar, gekocht, langsam geröstet;822;🌱
Lamm, Neuseeland, importiert, quadratisch geschnittene Schulterkoteletts, mager und fett trennbar, gekocht, geschmort;1055;🌱
Lamm, Neuseeland, importiert, quadratisch geschnittene Schulterkoteletts, mager und fett trennbar, roh;67;🌱
Getränke, Tee, schwarz, aufgebrüht, mit Leitungswasser zubereitet, entkoffeiniert;0;🌱
Getränke, Getränkemischungen mit Erdbeergeschmack, Pulver, zubereitet mit Vollmilch;146;🌱
Getränke, Malzgetränkemischung, Schokolade, Pulver, zubereitet mit Vollmilch;15;🍫
Getränke, kohlensäurehaltig, orange;0;🍊
Getränke, kohlensäurehaltig, Club Soda;0;🌱
Getränke, Mandelmilch, Schokolade, trinkfertig;28;🌱
Alkoholisches Getränk, destilliert, Wodka, 80 Proof;0;🍸
Alkoholisches Getränk, destilliert, Rum, 80 Proof;0;🍹
Alkoholisches Getränk, destilliert, alle (Gin, Rum, Wodka, Whiskey) 80 Proof;0;🍸
Snacks, Brezeln, glutenfrei aus Maisstärke und Kartoffelmehl;31;🌱
Suppe, scharf und sauer, chinesisches Restaurant;85;🍜
Suppe, Eierlikör, chinesisches Restaurant;28;🍜
Snacks, Müsliriegel, GENERAL MILLS, NATURE VALLEY, mit Joghurtüberzug;294;🌱
Snacks, Müsliriegel, GENERAL MILLS NATURE VALLEY, SWEET&SALTY NUT, Erdnuss;471;🌱
Snacks, Gemüsechips, hergestellt aus Gartengemüse;23;🍅
Snacks, Müsliriegel, QUAKER OATMEAL TO GO, alle Geschmacksrichtungen;322;🌱
Formulierter Riegel, MARS SNACKFOOD US, SNICKERS MARATHON Protein Performance Bar, Caramel Nut Rush;1337;🌱
Formulierter Riegel, LUNA BAR, NUTZ ÜBER SCHOKOLADE;111;🌱
Snacks, Popcorn, Mikrowelle, normaler (Butter-)Geschmack, hergestellt aus teilweise gehärtetem Öl;323;🌱
Snacks, Süßkartoffelchips, ungesalzen;278;🍠
Rind, Flanke, Steak, trennbar nur mager, auf 0 Fett getrimmt, ausgesucht, roh;847;🌱
Snacks, FRITOLAY, SUNCHIPS, Mehrkorn-Snack, Originalgeschmack;34;🌱
Rind, Flanke, Steak, trennbar nur mager, auf 0 Fett getrimmt, alle Qualitäten, roh;852;🌱
Rind, unteres Roastbeef, Tri-Tip-Braten, nur mager trennbar, auf 0 Fett getrimmt, selektiert, gegart, gebraten;1073;🌱
Rind, Flanke, Steak, trennbar nur mager, auf 0 Fett getrimmt, selektiert, gekocht, gebraten;1104;🌱
Rind, Flanke, Steak, nur trennbares mageres Fleisch, auf 0 Fett getrimmt, alle Qualitäten, gekocht, gegrillt;1102;🌱
